Keyword,Difficulty,Position,"Previous position","Position Serp Features","Search vol.","Search intent","SERP features",Competition,CPC,URL,Traffic,"Traffic share","Traffic cost"
"wishcare hair serum",73,4,4,"Reviews, Image",22200,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.05,https://www.nykaa.com/wishcare-hair-growth-serum-concentrate-redensyl-anagain-caffeine-biotin-keratin-rice-water/p/7106603,963,0.02,48.19
"make-up tutorial",84,1,,"Featured snippets",4400,I,"Featured snippets, Reviews, Video, People also ask, Images, Related searches",0.03,0.03,https://www.nykaa.com/beauty-blog/the-beginners-guide-on-how-to-do-makeup-flawlessly/,962,0.02,28.89
"facial serum",66,6,5,,60500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/skin/moisturizers/serums-essence/c/8397,960,0.02,38.43
innisfree,75,3,3,Image,22200,C,"Reviews, Video, People also ask, Shopping results, See results about, Related searches, Image",0.94,0.11,https://www.nykaa.com/brands/innisfree/c/3901,956,0.02,105.18
naika,82,1,2,,5400,I,"Reviews, Video, Images, Knowledge graph, Bottom Ads",0.06,0.03,https://www.nykaa.com/,954,0.02,28.62
"oil cleanser",56,2,4,Reviews,12100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/cleansers/cleansing-oils-balm/c/25745,948,0.02,18.97
"lip mask",63,2,2,,12100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/lip-care/lip-masks/c/8411,948,0.02,18.97
"setting spray",60,2,1,,12100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.98,0.02,https://www.nykaa.com/makeup/face/setting-spray/c/6761,948,0.02,18.97
"best collagen supplements",60,2,7,,6600,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.22,https://www.nykaa.com/wellness/beauty-supplements/collagen/c/18547,948,0.02,208.76
"foundation makeup",61,1,1,,12100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.96,0.02,https://www.nykaa.com/makeup/face/face-foundation/c/228,948,0.02,18.97
"face sheet mask",43,2,2,,6600,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/skin/masks/sheet-masks/c/8401,948,0.02,18.98
"skin toner",55,2,7,,12100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/skin/toners-mists/c/8391,948,0.02,18.97
"crocs for women",71,15,14,,246000,C,"Reviews, Sitelinks, Video, Top Ads, Bottom Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/brands/crocs/c/14868,948,0.02,18.96
"face oil",56,2,2,,12100,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.05,https://www.nykaa.com/skin/moisturizers/face-oils/c/8396,948,0.02,47.4
"best bb cream",65,1,1,Reviews,6600,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/makeup/face/bb-cc-cream/c/232,948,0.02,18.98
"skin care kit",50,2,2,,6600,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/skin/kits-combos/c/8435,948,0.02,37.96
"lakme foundation",74,7,6,,60500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/brands/lakme/foundation/c/3251,946,0.02,18.93
"eyes lens",68,6,6,,60500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.93,0.05,https://www.nykaa.com/makeup/eyes/contact-lenses/c/2440,946,0.02,47.34
"selsun shampoo",79,7,6,"Reviews, Image",60500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/selsun-suspension-shampoo/reviews/800200,946,0.02,18.93
"stay free pads",74,7,7,,90500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/brands/stayfree/c/1036,943,0.02,18.86
"raaga detan",63,5,4,"Reviews, Image",33100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.98,0.02,https://www.nykaa.com/raaga-professional-detan-tan-removal-cream/p/508554,941,0.02,18.82
"loreal conditioner",71,5,6,,33100,C,"Reviews, Video, People also ask, Shopping results, Related searches",1,0.05,https://www.nykaa.com/brands/loreal-paris/conditioner/c/6517,941,0.02,47.05
"kojic acid serum",64,5,6,"Reviews, Image",33100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/the-derma-co-2percent-kojic-acid-face-serum-with-1percent-alpha-arbutin-niacinamide/p/3622184,941,0.02,28.23
"nivea soft cream",68,5,7,"Reviews, Image",33100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/nivea-soft-cream/p/6004,941,0.02,18.82
schwarzkopf,78,5,9,Image,33100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.97,0.02,https://www.nykaa.com/brands/schwarzkopf-professional/c/6532,941,0.02,18.82
"nykaa online shopping",86,2,,Sitelinks,12100,T,"Reviews, Sitelinks, Video, People also ask, Top Ads, Bottom Ads, Shopping results, Related searches",1,0.02,https://www.nykaa.com/,938,0.02,18.77
"best face wash for acne",56,2,2,,6600,C,"Reviews, People also ask, Shopping results, Related searches, Image",0,0,https://www.nykaa.com/dp/face-wash-for-acne,938,0.02,0
"beauty of joseon",61,3,3,Image,22200,C,"Reviews, Sitelinks, Video, People also ask, Images, Bottom Ads, Shopping results, See results about, Related searches, Image",1,0.03,https://www.nykaa.com/brands/beauty-of-joseon/c/26410,938,0.02,28.15
"cetaphil oily skin cleanser",69,6,,"Reviews, Image",49500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/cetaphil-oily-skin-cleanser/p/16334812,935,0.02,18.7
"blackheads remover",53,2,3,,9900,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/skin/skin-tools/blackhead-remover/c/25761,933,0.02,18.68
"tote bags",56,16,20,,246000,C,"Reviews, Bottom Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/bags/tote-bags/c/2323,932,0.02,18.64
"manforce condoms",82,7,7,"Reviews, Image",74000,"L, C","Reviews, Video, People also ask, Images, Shopping results, GMB, Related searches, Image",0.97,0.16,https://www.nykaa.com/brands/manforce/c/16756,930,0.02,148.96
"bridal look",70,3,5,Image,22200,C,"Reviews, Video, Shopping results, Related searches, Image",0,0.34,https://www.nykaa.com/beauty-blog/traditional-bridal-looks-for-every-indian-bride/,919,0.02,312.48
"facial wax",74,3,4,,14800,C,"Reviews, Video, People also ask, Bottom Ads, Shopping results, Related searches, Image",0.97,0.01,https://www.nykaa.com/dp/face-wax,919,0.02,9.2
"good girl",79,2,1,Reviews,22200,C,"Reviews, Video, People also ask, Images, Knowledge graph, Shopping results, Related searches",0.09,0.04,https://www.nykaa.com/carolina-herrera-good-girl-eau-de-parfum/p/177096,917,0.02,36.72
"lipstick brand",71,2,2,,10800,I,"Video, People also ask, Images, Related searches, Image",0.95,0.01,https://www.nykaa.com/makeup/lips/lipstick/c/249,916,0.02,9.16
"skechers shoes",80,17,16,Reviews,246000,C,"Reviews, Sitelinks, Video, Top Ads, Bottom Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/brands/skechers/c/23826,916,0.02,18.32
"sun tan removal cream",59,6,7,,40500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/natural/shop-by-concern/tan-removal/c/9624,913,0.02,9.13
"facial razor",71,6,4,,40500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/bath-body/female-grooming/face-eyebrow-razors/c/25322,913,0.02,18.26
"embryolisse cream",54,2,2,"Reviews, Image",6600,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/embryolisse-lait-creme-concentre/p/403564,911,0.02,27.35
"best serum",52,2,1,,6600,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.07,https://www.nykaa.com/skin/moisturizers/serums-essence/c/8397,911,0.02,63.81
cosrx,72,3,3,"Reviews, Image",22200,C,"Reviews, Sitelinks, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.06,https://www.nykaa.com/brands/cosrx/c/13557,911,0.02,54.69
"loreal hair serum",70,5,7,"Reviews, Image",49500,C,"Reviews, Sitelinks, Video, People also ask, Images, Top Ads, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/l-oreal-paris-elseve-extraordinary-oil-serum/p/1133168,910,0.02,27.3
sunscreen,59,29,,,301000,C,"Reviews, People also ask, Images, Shopping results, Related searches",1,0.03,https://www.nykaa.com/skin/sun-care/face-sunscreen/c/8429,906,0.02,27.19
ring,60,27,68,Image,301000,C,"Reviews, Video, Shopping results, See results about, Related searches, Image",0.98,0.04,https://www.nykaa.com/jewellery-accessories/rings/c/11391,906,0.02,36.26
"insta up",42,27,,Reviews,301000,I,"Reviews, Video, Related searches",0.01,0.04,https://www.nykaa.com/lotus-make-up-ecostay-insta-smooth-perfecting-primer-mattifying-oil-free/p/109006,906,0.02,36.26
oziva,91,7,9,,74000,"L, C","Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, GMB, Related searches, Image, positions.title.discussions_and_forums",0.95,0.04,https://www.nykaa.com/brands/oziva/c/5898,903,0.02,36.13
"perfumes in india",47,1,2,Image,4400,"L, C","Local pack, Reviews, Images, Shopping results, Related searches, Image",0.9,0.11,https://www.nykaa.com/fragrance/c/53,902,0.02,99.23
sturm,74,2,2,,6600,"I, N","Sitelinks, People also ask, Images, X (ex-Twitter), Videos Block, Related searches",0,0,https://www.nykaa.com/luxe/brands/dr-barbara-sturm/c/15267,901,0.02,0
"skin lightening cream",81,3,5,,12100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.05,https://www.nykaa.com/natural/shop-by-concern/skin-lightening/c/9627,901,0.02,45.06
"rose water face",72,3,4,,12100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/skin/toners-mists/rose-water/c/25749,901,0.02,9.01
"tote bag",54,18,19,,246000,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/bags/tote-bags/c/2323,900,0.02,18
"dot and key",72,17,,"Reviews, Image",246000,C,"Reviews, Sitelinks, Video, People also ask, Shopping results, See results about, Related searches, Image",0.97,0.09,https://www.nykaa.com/dp/dot-and-key-cream,900,0.02,81.02
"full coverage foundation",45,2,1,,5400,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.05,https://www.nykaa.com/best-foundation-online-sale/best-full-coverage-foundation-online-sale/c/9563,898,0.02,44.9
dior,96,10,17,Image,165000,C,"Reviews, Sitelinks, Video, People also ask, Knowledge graph, Shopping results, Related searches, Image",0.6,0.08,https://www.nykaa.com/brands/dior/c/15381,898,0.02,71.85
"elle 18",62,1,1,Image,5400,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.87,0.01,https://www.nykaa.com/brands/elle-18/c/834,898,0.02,8.98
"bare anatomy",70,3,5,,27100,"L, C","Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, GMB, Related searches, Image",1,0.05,https://www.nykaa.com/brands/bare-anatomy/c/23534,896,0.02,44.83
lotions,58,4,4,,22200,I,"Reviews, Video, People also ask, Related searches, Image",0.42,0.1,https://www.nykaa.com/bath-body/body-care/body-lotions-moisturizers/c/371,893,0.02,89.31
"nude lipstick shades",68,5,3,,40500,C,"Reviews, Video, Shopping results, Related searches, Image",0.97,0.02,https://www.nykaa.com/editor-s-choice/best-nude-lipsticks-online-sale/c/6900,892,0.02,17.85
"cetaphil moisturizing cream",66,5,6,"Reviews, Image",33100,C,"Reviews, People also ask, Images, Knowledge graph, Top Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/cetaphil-moisturising-cream/p/392484,888,0.02,17.77
lingeries,69,10,9,,135000,I,"Reviews, Related searches",0.1,0.01,https://www.nykaa.com/lingerie-online/c/3048,875,0.02,8.75
"cetaphil gentle skin cleanser",68,5,5,"Reviews, Image",33100,C,"Reviews, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/cetaphil-cleansing-lotion/p/22032,874,0.02,17.49
lubes,72,6,7,Image,49500,I,"Reviews, Video, People also ask, Knowledge graph, Related searches, Image",0.87,0.03,https://www.nykaa.com/wellness/sexual-wellness/lubricants/c/1657,870,0.02,26.13
"wax strip",76,4,4,,40500,C,"Reviews, Video, Images, Shopping results, See results about, Related searches, Image",0.99,0.01,https://www.nykaa.com/bath-body/female-grooming/wax-wax-strips/c/25323,869,0.02,8.69
"cetaphil face wash",67,21,,"Reviews, Image",246000,C,"Reviews, Video, People also ask, Images, Top Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/cetaphil-gentle-skin-cleanser/reviews/22032,868,0.02,17.37
"cetaphil moisturizing lotion",66,6,7,"Reviews, Image",40500,C,"Reviews, Video, People also ask, Knowledge graph, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/cetaphil-moisturising-lotion-for-dry-to-normal-sensitive-skin/p/12999624,864,0.02,25.93
"lip plumping",60,2,1,,9900,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/makeup/lips/lip-plumper/c/252,859,0.02,17.2
lingerie,69,8,13,,135000,C,"Reviews, Images, Shopping results, Related searches, Image",0.1,0.01,https://www.nykaa.com/lingerie-online/c/3048,857,0.02,8.57
"cosmetic shop near me",80,8,,,110000,"L, T","Local pack, Reviews, Video, Images, Related searches, Image",0.06,0.32,https://www.nykaa.com/stores-n-events-msite,856,0.02,274.06
"lakme cc cream",76,6,5,"Reviews, Image",49500,C,"Reviews, Video, People also ask, Images, Knowledge graph, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/lakme-complexion-care-face-cream-37836/p/37835,856,0.02,17.12
jockey,87,20,50,,246000,"L, C","Local pack, Sitelinks, Video, People also ask, Top Ads, Shopping results, Related searches, Image",0.86,0.02,https://www.nykaa.com/lingerie-online/brands/jockey/c/434,852,0.02,17.05
"vitamin e capsules",81,20,21,,246000,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.67,0.01,https://www.nykaa.com/wellness/beauty-supplements/vitamin-e/c/18549,852,0.02,8.52
"best face serum",64,4,2,,18100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/moisturizers/serums-essence/c/8397,851,0.02,17.02
"body wash & shower gel",67,4,2,,40500,C,"Reviews, Video, People also ask, Images, Shopping results, Videos Block, Image",1,0.18,https://www.nykaa.com/bath-body/bath-and-shower/shower-gels-body-wash/c/368,848,0.02,152.74
"engage perfume",71,6,6,,40500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/brands/engage/c/1416,847,0.02,25.42
beauty,85,9,14,Image,110000,"L, C","Local pack, Reviews, Video, People also ask, Knowledge graph, Videos Block, Related searches, Image",0.01,0.1,https://www.nykaa.com/,845,0.02,84.5
recode,83,2,3,,14800,"I, N","Reviews, Sitelinks, Video, Bottom Ads, X (ex-Twitter), See results about, Related searches",0.36,0.01,https://www.nykaa.com/brands/recode/c/23086,844,0.02,8.44
"aldo bags",71,8,8,,60500,C,"Reviews, Video, Top Ads, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/brands/aldo/c/24600,843,0.02,25.3
"ceramide moisturizer",51,5,5,,27100,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/ceramide-moisturiser-face-creams/c/31188,842,0.02,33.72
"combination skin moisturizer",71,2,2,,14800,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/moisturizers-buying-guide/best-moisturizers-for-combination-skin-online-sale/c/10996,840,0.02,16.8
"oily skin face wash",64,3,3,,27100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.05,https://www.nykaa.com/skin-type-collection/best-face-wash-for-oily-skin-online-sale/c/6191,838,0.02,41.92
"face bleach",70,3,4,,27100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.93,0.01,https://www.nykaa.com/natural/skin/face-bleach/c/9578,838,0.02,8.38
"re'equil sunscreen",70,5,5,"Reviews, Image",27100,C,"Reviews, Video, People also ask, Top Ads, Shopping results, Related searches, Image",1,0.05,https://www.nykaa.com/re-equil-ultra-matte-dry-touch-sunscreen-gel-spf-50/p/8425811,838,0.02,41.95
"sebamed lip balm",68,3,5,"Reviews, Image",18100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/sebamed-lip-defense-with-spf30/p/4742,837,0.02,16.76
"salicylic acid",90,22,23,,246000,C,"Reviews, People also ask, Images, Knowledge graph, Shopping results, Related searches, Image",0.97,0.02,https://www.nykaa.com/the-ordinary-salicylic-acid-2percent-solution/p/5003153,836,0.02,16.73
"ladies office bag",64,6,9,,49500,C,"Reviews, Video, Images, Bottom Ads, Shopping results, Videos Block, Related searches, Image",1,0.01,https://www.nykaa.com/office-bags/c/10193,833,0.02,8.33
"forever 52",76,2,2,,12100,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, See results about, Related searches, Image",1,0.08,https://www.nykaa.com/brands/daily-life-forever52/c/8848,833,0.02,66.67
